job_position,technology_skills,knowledge,skills
, Microsoft Outlook Enterprise resource planning ERP software   ,,Quality Control Analysis
, SAP Industrial control software ,,Complex Problem Solving
, Supervisory control and data acquisition SCADA software Presentation software ,,Judgment and Decision Making
, Microsoft PowerPoint Spreadsheet software ,,Active Listening
, Microsoft Excel Word processing software ,,Speaking
, Microsoft Word ,,Writing
,,,Reading Comprehension
,,,Troubleshooting
,,,Coordination
,,,Equipment Maintenance
,,,Repairing
Gem and Diamond Workers,Accounting software ,,
, Business accounting software Analytical or scientific software ,,
, Spectrophotometer analysis software Computer aided design CAD software   ,,
, GemCad,,
, Jewelry design software Data base user interface and query software ,,
, Gem identification databases Internet browser software ,,
, Web browser software Inventory management software ,,
, Inventory tracking software ,,
"Glass Blowers, Molders, Benders, and Finishers",,Production and Processing,Operation and Control
,,Design,Operation Monitoring
,,Mechanical,Quality Control Analysis
,,Customer and Personal Service,Monitoring
,,Engineering and Technology,Active Listening
,,Mathematics,Critical Thinking
,,English Language,Reading Comprehension
,,Education and Training,
"Grinding and Polishing Workers, Hand",,,Operation Monitoring
,,,Quality Control Analysis
,,,Equipment Maintenance
,,,Operation and Control
,,,Repairing
,,,Troubleshooting
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Computer aided design CAD software   ,,Operation and Control
, Autodesk AutoCAD Enterprise resource planning ERP software   ,,Operation Monitoring
, SAP Industrial control software ,,Quality Control Analysis
, Mazak Mazatrol SMART CNC Inventory management software ,,Monitoring
, Manufacturing reporting system Operating system software ,,Reading Comprehension
, Microsoft Windows Spreadsheet software ,,Critical Thinking
, Microsoft Excel ,,Judgment and Decision Making
,,,Speaking
,,,Troubleshooting
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",,,Operation and Control
,,,Operation Monitoring
,,,Active Listening
,,,Monitoring
,,,Quality Control Analysis
,,,Speaking
,,,Critical Thinking
,,,Equipment Maintenance
,,,Judgment and Decision Making
Helpers--Production Workers,Computer aided design CAD software   ,,
, Autodesk AutoCAD Data base user interface and query software ,,
, Data entry software Enterprise resource planning ERP software   ,,
, SAP Office suite software ,,
, Microsoft Office Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Hydroelectric Plant Technicians,Electronic mail software ,Mechanical,Operation Monitoring
, IBM Lotus Notes,Mathematics,Critical Thinking
, Microsoft Outlook Facilities management software ,Public Safety and Security,Operation and Control
, Computerized maintenance management system CMMS Industrial control software ,Engineering and Technology,Equipment Maintenance
, Distributed control system DCS,Physics,Monitoring
, Supervisory control and data acquisition SCADA software Internet browser software ,Design,Repairing
, Web browser software Office suite software ,Building and Construction,Speaking
, Microsoft Office Spreadsheet software ,English Language,Troubleshooting
, Microsoft Excel Word processing software ,Computers and Electronics,Active Listening
, Microsoft Word ,,Coordination
,,,Reading Comprehension
,,,Active Learning
,,,Judgment and Decision Making
,,,Social Perceptiveness
,,,Complex Problem Solving
,,,Mathematics
,,,Quality Control Analysis
,,,Writing
Jewelers,Accounting software ,,Judgment and Decision Making
, Intuit QuickBooks Computer aided design CAD software   ,,Operations Analysis
, Computer assisted jewelry design CAD software Customer relationship management CRM software ,,Critical Thinking
, Customer information databases Data base user interface and query software ,,Time Management
, Retail management software Internet browser software ,,Complex Problem Solving
, Web browser software Inventory management software ,,Speaking
, Inventory tracking software Point of sale POS software ,,
, Jewelry store point of sale POS software ,,
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,,Operation Monitoring
,,,Operation and Control
,,,Monitoring
,,,Quality Control Analysis
,,,Active Listening
,,,Reading Comprehension
"Layout Workers, Metal and Plastic",Computer aided design CAD software   ,Mathematics,Mathematics
, Autodesk AutoCAD Data base user interface and query software ,Design,Complex Problem Solving
, Data entry software Inventory management software ,Mechanical,Critical Thinking
, Inventory tracking software Office suite software ,Production and Processing,Judgment and Decision Making
, Microsoft Office Presentation software ,Engineering and Technology,Monitoring
, Microsoft PowerPoint Procedure management software ,English Language,Operation Monitoring
, Hexagon Metrology PC-DMIS,Administration and Management,Quality Control Analysis
, Optical Gaging Products Measure-X Spreadsheet software ,Building and Construction,Reading Comprehension
, Microsoft Excel Word processing software ,Computers and Electronics,
, Microsoft Word ,Education and Training,
Machinists,Analytical or scientific software ,,Operation Monitoring
, Armchair Machinist software,,Critical Thinking
, CNC Consulting Machinists' Calculator,,Operation and Control
, Kentech Kipware Trig Kalculator Computer aided design CAD software   ,,Active Listening
, Autodesk AutoCAD  ,,Coordination
, Dassault Systemes CATIA  ,,Monitoring
, PTC Creo Parametric  ,,Reading Comprehension
, SolidCAM  (see all 8 examples)Computer aided manufacturing CAM software   ,,
, Autodesk Fusion 360,,
, CNC Mastercam,,
, GRZ Software MeshCAM,,
, OneCNC CAD/CAM  (see all 9 examples)Electronic mail software ,,
, Microsoft Outlook Enterprise resource planning ERP software   ,,
, ERP software,,
, JobBOSS,,
, SAP Industrial control software ,,
, EditCNC,,
, Mazak Mazatrol SMART CNC Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Procedure management software ,,
, Hexagon Metrology PC-DMIS Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
"Meat, Poultry, and Fish Cutters and Trimmers",,Production and Processing,
,,Food Production,
,,Public Safety and Security,
,,Mathematics,
,,Administration and Management,
,,Mechanical,
,,Personnel and Human Resources,
,,Transportation,
,,Education and Training,
Metal-Refining Furnace Operators and Tenders,,,Operation Monitoring
,,,Operation and Control
,,,Monitoring
,,,Active Listening
,,,Complex Problem Solving
,,,Critical Thinking
,,,Quality Control Analysis
,,,Reading Comprehension
,,,Speaking
Methane/Landfill Gas Generation System Technicians,Analytical or scientific software ,,
, Landfill gas analysis software,,
, Landtec System Software LFG Pro Electronic mail software ,,
, Email software Internet browser software ,,
, Web browser software Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Analytical or scientific software ,,Operation Monitoring
, Kentech Kipware TB Computer aided design CAD and computer aided manufacturing CAM system ,,Monitoring
, Edgecam Computer aided design CAD software   ,,Operation and Control
, Autodesk AutoCAD  ,,Active Listening
, Siemens PLM Software Solid Edge,,Critical Thinking
, SmartCAMcnc SmartCAM,,Reading Comprehension
, Vero Software Alphacam Computer aided manufacturing CAM software   ,,Speaking
, Mastercam Enterprise application integration software ,,
, Extensible markup language XML Industrial control software ,,
, EditCNC Object or component oriented development software ,,
, G code,,
, M code Office suite software ,,
, Microsoft Office Spreadsheet software ,,
, Microsoft Excel ,,
"Mixing and Blending Machine Setters, Operators, and Tenders",Data base user interface and query software ,Production and Processing,Operation and Control
, Data entry software Electronic mail software ,Chemistry,Operation Monitoring
, Email software Enterprise resource planning ERP software   ,Mathematics,Monitoring
, SAP Operating system software ,Mechanical,Reading Comprehension
, Microsoft Windows Spreadsheet software ,Public Safety and Security,Equipment Maintenance
, Microsoft Excel Word processing software,English Language,Quality Control Analysis
,,,Active Learning
,,,Active Listening
,,,Critical Thinking
,,,Speaking
,,,Time Management
,,,Writing
"Model Makers, Metal and Plastic",,,Operation and Control
,,,Operation Monitoring
,,,Monitoring
,,,Quality Control Analysis
,,,Critical Thinking
,,,Troubleshooting
,,,Active Listening
,,,Judgment and Decision Making
,,,Speaking
,,,Time Management
"Model Makers, Wood",,Design,Active Listening
,,Production and Processing,Monitoring
,,Engineering and Technology,Reading Comprehension
,,Building and Construction,Critical Thinking
,,Mathematics,Operations Analysis
,,Mechanical,Operation Monitoring
,,,Speaking
,,,Time Management
,,,Active Learning
,,,Judgment and Decision Making
Molding and Casting Workers,Computer aided design CAD software Computer aided manufacturing CAM software Inventory management software ,,Operation Monitoring
, Inventory control software Spreadsheet software ,,Reading Comprehension
, Microsoft Excel Time accounting software ,,Active Listening
, Timekeeping software Word processing software ,,Complex Problem Solving
, Microsoft Word ,,Critical Thinking
,,,Monitoring
,,,Operation and Control
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Analytical or scientific software ,,Operation Monitoring
, HotFlo! Die-Shot Monitor Computer aided manufacturing CAM software   ,,Active Listening
, Intera Systems Hawk-i,,Monitoring
, RobotWare DieCast,,Operation and Control
, Visi-Trak True-Trak 20/20 Industrial control software ,,Reading Comprehension
, FANUC Robotics iRVision Office suite software ,,Critical Thinking
, Microsoft Office Spreadsheet software ,,Quality Control Analysis
, Microsoft Excel Word processing software ,,Speaking
, Microsoft Word ,,Time Management
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,,Operation Monitoring
,,,Quality Control Analysis
,,,Operation and Control
,,,Critical Thinking
,,,Monitoring
,,,Troubleshooting
,,,Active Listening
,,,Complex Problem Solving
,,,Coordination
,,,Equipment Maintenance
,,,Reading Comprehension
,,,Speaking
Nuclear Power Reactor Operators,,Physics,Operation and Control
,,Mechanical,Operation Monitoring
,,Public Safety and Security,Reading Comprehension
,,Mathematics,Active Listening
,,Engineering and Technology,Critical Thinking
,,Chemistry,Monitoring
,,Design,Complex Problem Solving
,,,Judgment and Decision Making
,,,Writing
,,,Time Management
,,,Coordination
,,,Quality Control Analysis
,,,Speaking
,,,Active Learning
,,,Systems Analysis
,,,Instructing
,,,Learning Strategies
,,,Management of Personnel Resources
,,,Social Perceptiveness
,,,Troubleshooting
Ophthalmic Laboratory Technicians,Computer aided design CAD software   ,,Operation and Control
, Eyeglass design software Electronic mail software ,,Operation Monitoring
, Microsoft Outlook Medical software ,,Quality Control Analysis
, Electronic medical record EMR software Presentation software ,,Time Management
, Microsoft PowerPoint Spreadsheet software ,,Critical Thinking
, Microsoft Excel Word processing software ,,Judgment and Decision Making
, Microsoft Word ,,Monitoring
,,,Reading Comprehension
Packaging and Filling Machine Operators and Tenders,Data base user interface and query software ,Production and Processing,
, Data entry software Electronic mail software ,Mechanical,
, Email software Enterprise resource planning ERP software   ,Public Safety and Security,
, SAP Label making software ,Education and Training,
, Label printing software Office suite software ,English Language,
, Microsoft Office Spreadsheet software ,Customer and Personal Service,
, Microsoft Excel Word processing software ,Mathematics,
, Microsoft Word ,,
"Painters, Transportation Equipment",Calendar and scheduling software ,,Monitoring
, Scheduling software Data base user interface and query software ,,Operation and Control
, Data entry software Electronic mail software ,,Operation Monitoring
, Microsoft Outlook Facilities management software ,,Coordination
, Maintenance management software Industrial control software ,,Critical Thinking
, Robotic painting software Inventory management software ,,Quality Control Analysis
, Inventory control software Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
"Paper Goods Machine Setters, Operators, and Tenders",Customer relationship management CRM software ,,Operation Monitoring
, Virtual Systems Mail-Shop Desktop publishing software ,,Operation and Control
, Adobe Systems Adobe InDesign  ,,Quality Control Analysis
, Quark Document management software ,,Active Listening
, Adobe Systems Adobe Acrobat Electronic mail software ,,Critical Thinking
, Objectif Lune PrintShop Mail Graphics or photo imaging software ,,Monitoring
, Adobe Systems Adobe Illustrator  ,,Speaking
, Adobe Systems Adobe Photoshop Office suite software ,,Time Management
, Microsoft Office Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
"Patternmakers, Metal and Plastic",,,Operation Monitoring
,,,Operation and Control
,,,Quality Control Analysis
,,,Active Listening
,,,Complex Problem Solving
,,,Critical Thinking
,,,Monitoring
,,,Reading Comprehension
,,,Speaking
"Patternmakers, Wood",,,Operation and Control
,,,Operations Analysis
,,,Reading Comprehension
,,,Active Listening
,,,Complex Problem Solving
,,,Critical Thinking
,,,Operation Monitoring
"Petroleum Pump System Operators, Refinery Operators, and Gaugers",,,Operation Monitoring
,,,Monitoring
,,,Operation and Control
,,,Reading Comprehension
,,,Complex Problem Solving
,,,Critical Thinking
,,,Quality Control Analysis
,,,Writing
,,,Judgment and Decision Making
,,,Active Learning
,,,Active Listening
,,,Coordination
,,,Learning Strategies
,,,Speaking
,,,Time Management
,,,Troubleshooting
Photographic Process Workers and Processing Machine Operators,Data base management system software ,,Operation Monitoring
, MongoDB Data base user interface and query software ,,Active Listening
, Microsoft Access  ,,Quality Control Analysis
, MySQL Desktop publishing software ,,Reading Comprehension
, Adobe Systems Adobe InDesign  ,,Service Orientation
, Microsoft Publisher Graphics or photo imaging software ,,Speaking
, Adobe Systems Adobe Photoshop  ,,Complex Problem Solving
, Camera Bits Photo Mechanic,,Critical Thinking
, HeliconSoft Helicon Focus,,Monitoring
, Phase One Capture One  (see all 5 examples)Office suite software ,,Operation and Control
, Microsoft Office Presentation software ,,Judgment and Decision Making
, Microsoft PowerPoint Spreadsheet software ,,Time Management
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Compliance software ,Production and Processing,Operation Monitoring
, Hazardous materials management HMS software Computer aided design CAD software   ,Mathematics,Active Listening
, Autodesk AutoCAD Electronic mail software ,Chemistry,Monitoring
, Microsoft Outlook Procurement software ,English Language,Operation and Control
, Oracle Advanced Procurement Spreadsheet software ,Mechanical,Reading Comprehension
, Microsoft Excel Word processing software ,Engineering and Technology,Coordination
, Microsoft Word ,Education and Training,Critical Thinking
,,Customer and Personal Service,Quality Control Analysis
,,Law and Government,Speaking
,,Design,Time Management
,,Public Safety and Security,
,,Transportation,
,,Physics,
"Potters, Manufacturing",,Production and Processing,
,,Fine Arts,
,,Sales and Marketing,
,,Customer and Personal Service,
,,Design,
,,Mechanical,
,,Administration and Management,
,,Chemistry,
"Pourers and Casters, Metal",,,Operation and Control
,,,Operation Monitoring
,,,Active Listening
,,,Coordination
,,,Critical Thinking
,,,Equipment Maintenance
,,,Judgment and Decision Making
,,,Monitoring
,,,Quality Control Analysis
Power Distributors and Dispatchers,,Public Safety and Security,Active Listening
,,English Language,Critical Thinking
,,Engineering and Technology,Monitoring
,,Computers and Electronics,Reading Comprehension
,,Mechanical,Speaking
,,Education and Training,Complex Problem Solving
,,Telecommunications,Operation Monitoring
,,,Operation and Control
,,,Coordination
,,,Judgment and Decision Making
,,,Writing
,,,Active Learning
,,,Time Management
Power Plant Operators,Data base user interface and query software ,,Operation Monitoring
, Microsoft Access Electronic mail software ,,Critical Thinking
, Email software,,Operation and Control
, Microsoft Outlook Facilities management software ,,Speaking
, Computerized maintenance management system CMMS Industrial control software ,,Active Listening
, Distributed control system DCS,,Quality Control Analysis
, General Electric Mark VI Distributed Control System DCS,,Judgment and Decision Making
, Teknik Segala OSI Plant Information PI System,,Monitoring
, Yokogawa FAST/TOOLS  (see all 13 examples)Office suite software ,,Troubleshooting
, Microsoft Office Presentation software ,,Complex Problem Solving
, Microsoft PowerPoint Spreadsheet software ,,Reading Comprehension
, Microsoft Excel Word processing software ,,Coordination
, Microsoft Word ,,Writing
Precious Metal Workers,Computer aided design CAD software   ,,
, Metal designing software Electronic mail software ,,
, Microsoft Outlook Graphics or photo imaging software ,,
, Adobe Systems Adobe Illustrator  ,,
, Adobe Systems Adobe Photoshop Internet browser software ,,
, Web browser software Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Recycling and Reclamation Workers,,Production and Processing,
,,Mechanical,
,,Administration and Management,
,,Public Safety and Security,
,,Education and Training,
,,Customer and Personal Service,
,,English Language,
,,Personnel and Human Resources,
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",,,Operation and Control
,,,Operation Monitoring
,,,Quality Control Analysis
,,,Monitoring
,,,Speaking
,,,Active Listening
,,,Critical Thinking
,,,Active Learning
,,,Complex Problem Solving
,,,Coordination
,,,Equipment Maintenance
,,,Judgment and Decision Making
,,,Reading Comprehension
,,,Repairing
,,,Time Management
,,,Troubleshooting
"Sawing Machine Setters, Operators, and Tenders, Wood",Industrial control software ,,Operation and Control
, Computerized numerical control CNC software Inventory management software ,,Operation Monitoring
, Automated inventory software Office suite software ,,Critical Thinking
, Microsoft Office Presentation software ,,Monitoring
, Microsoft PowerPoint Spreadsheet software ,,Quality Control Analysis
, Microsoft Excel Word processing software ,,Troubleshooting
, Microsoft Word ,,
Semiconductor Processors,Analytical or scientific software ,Production and Processing,Operation Monitoring
, yieldWerx Data base user interface and query software ,English Language,Critical Thinking
, Database software Development environment software ,Public Safety and Security,Reading Comprehension
, National Instruments TestStand Industrial control software ,Computers and Electronics,Active Listening
, Camstar Systems Camstar Semiconductor Suite,Education and Training,Monitoring
, Eyelit Manufacturing Office suite software ,Chemistry,Quality Control Analysis
, Microsoft Office Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Data base user interface and query software ,,Operation Monitoring
, Data entry software Electronic mail software ,,Critical Thinking
, Email software Enterprise resource planning ERP software   ,,Monitoring
, SAP Office suite software ,,Operation and Control
, Microsoft Office Spreadsheet software ,,Quality Control Analysis
, Microsoft Excel Word processing software,,Active Listening
,,,Judgment and Decision Making
,,,Reading Comprehension
,,,Time Management
Shoe Machine Operators and Tenders,,,Operation Monitoring
,,,Active Listening
,,,Critical Thinking
,,,Operation and Control
,,,Quality Control Analysis
,,,Reading Comprehension
"Stone Cutters and Carvers, Manufacturing",,Mathematics,
,,Production and Processing,
,,Mechanical,
,,English Language,
,,Administration and Management,
,,Design,
,,Education and Training,
Team Assemblers,Computer aided design CAD software   ,,Coordination
, Autodesk AutoCAD Data base user interface and query software ,,Monitoring
, Data entry software Enterprise resource planning ERP software   ,,Quality Control Analysis
, SAP Office suite software ,,Active Listening
, Microsoft Office Spreadsheet software ,,Critical Thinking
, Microsoft Excel Word processing software ,,Speaking
, Microsoft Word ,,Time Management
Textile Bleaching and Dyeing Machine Operators and Tenders,,,Operation Monitoring
,,,Operation and Control
,,,Active Listening
,,,Quality Control Analysis
,,,Coordination
,,,Critical Thinking
,,,Monitoring
,,,Speaking
"Textile Cutting Machine Setters, Operators, and Tenders",Computer aided design CAD software   ,,Operation Monitoring
, Autodesk AutoCAD Electronic mail software ,,Quality Control Analysis
, Microsoft Outlook Enterprise resource planning ERP software   ,,Troubleshooting
, SAP Industrial control software ,,Equipment Maintenance
, HAISEN SoftWare System Office suite software ,,Monitoring
, Microsoft Office Operating system software ,,Operation and Control
, Microsoft Windows Spreadsheet software ,,Repairing
, Microsoft Excel Word processing software ,,Active Listening
, Microsoft Word ,,Complex Problem Solving
,,,Speaking
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",,,Operation Monitoring
,,,Operation and Control
,,,Quality Control Analysis
,,,Monitoring
,,,Active Listening
,,,Critical Thinking
,,,Speaking
Tire Builders,,,Operation and Control
,,,Active Listening
,,,Operation Monitoring
,,,Critical Thinking
,,,Monitoring
,,,Time Management
Tool and Die Makers,Computer aided design CAD software   ,Mechanical,Operation and Control
, Autodesk AutoCAD  ,Mathematics,Critical Thinking
, Dassault Systemes CATIA  ,Design,Operation Monitoring
, Vero International VISI-Mould,Engineering and Technology,Quality Control Analysis
, VX Corporation VX Mold & Die  (see all 16 examples)Computer aided manufacturing CAM software   ,Production and Processing,Active Listening
, 1CadCam Unigraphics,English Language,Equipment Selection
, CNC Mastercam,Computers and Electronics,Judgment and Decision Making
, NC verification software,Education and Training,
, OPEN MIND Technologies hyperMILL  (see all 6 examples)Enterprise resource planning ERP software   ,,
, SAP Inventory management software ,,
, Seco Tools Seco Point Materials requirements planning logistics and supply chain software ,,
, JobPack MES Scheduler Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Microsoft Project Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
"Tool Grinders, Filers, and Sharpeners",,,Operation Monitoring
,,,Operation and Control
,,,Quality Control Analysis
,,,Equipment Maintenance
,,,Repairing
,,,Critical Thinking
,,,Equipment Selection
,,,Monitoring
,,,Troubleshooting
Upholsterers,Accounting software ,,Critical Thinking
, Intuit QuickBooks Graphics or photo imaging software ,,Reading Comprehension
, LibreOffice Draw Office suite software ,,Active Learning
, Microsoft Office Operating system software ,,Active Listening
, Microsoft Windows Presentation software ,,Complex Problem Solving
, Microsoft PowerPoint Spreadsheet software ,,Judgment and Decision Making
, Microsoft Excel Word processing software ,,Monitoring
, Microsoft Word ,,Speaking
,,,Time Management
"Welders, Cutters, and Welder Fitters",,Production and Processing,
,,Design,
,,Administration and Management,
,,Mechanical,
,,Mathematics,
,,Customer and Personal Service,
,,English Language,
,,Engineering and Technology,
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Data base user interface and query software ,,Operation Monitoring
, Data entry software Electronic mail software ,,Active Listening
, Email software Industrial control software ,,Critical Thinking
, Tool center point TCP setting software Office suite software ,,Operation and Control
, Microsoft Office Spreadsheet software ,,Speaking
, Microsoft Excel Word processing software ,,Complex Problem Solving
, Microsoft Word ,,Monitoring
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Industrial control software ,,Operation Monitoring
, Computerized numerical control CNC software Inventory management software ,,Operation and Control
, Inventory control software Operating system software ,,Quality Control Analysis
, Microsoft Windows Spreadsheet software ,,Monitoring
, Microsoft Excel Time accounting software ,,Critical Thinking
, Timekeeping software Word processing software ,,Equipment Maintenance
, Microsoft Word ,,Speaking
,,,Troubleshooting
"Inspectors, Testers, Sorters, Samplers, and Weighers",Analytical or scientific software ,,Quality Control Analysis
, Data analysis software,,Active Listening
, Design of experiments DOE software,,Critical Thinking
, Minitab  ,,Monitoring
, Tolerance analysis software Computer aided design CAD software   ,,Reading Comprehension
, Autodesk AutoCAD  ,,Speaking
, Computer assisted design software,,Coordination
, Dassault Systemes CATIA Computer aided manufacturing CAM software   ,,Judgment and Decision Making
, Computer-aided inspection software Content workflow software ,,Operation Monitoring
, Atlassian JIRA Data base management system software ,,
, Apache Pig Data base user interface and query software ,,
, Data entry software  ,,
, FileMaker Pro  ,,
, Microsoft Access Electronic mail software ,,
, IBM Lotus Notes,,
, IBM Notes  ,,
, Microsoft Outlook Enterprise application integration software ,,
, Extensible markup language XML Enterprise resource planning ERP software   ,,
, SAP Graphics or photo imaging software ,,
, Microsoft Visio Industrial control software ,,
, Coordinate measuring machine software,,
, Cybermetrics GAGETrak,,
, Statistical process control SPC data collection devices,,
, Wilcox Associates PC-DMIS Inspection Planner Label making software ,,
, Inspection marking systems Office suite software ,,
, Microsoft Office Optical character reader OCR or scanning software ,,
, Label inspection systems Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Microsoft SharePoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
"Production, Planning, and Expediting Clerks",Accounting software ,Production and Processing,Active Listening
, Fund accounting software  ,Administration and Management,Reading Comprehension
, Intuit QuickBooks  ,Mathematics,Speaking
, Sage Peachtree Premium Accounting for Manufacturing Analytical or scientific software ,English Language,Time Management
, KAPES,Customer and Personal Service,Critical Thinking
, Micro Estimating FabPlan,Clerical,Monitoring
, MTI Systems Costimator JS Calendar and scheduling software ,,Writing
, Workbrain Employee Scheduling Data base reporting software ,,Coordination
, Inetsoft Data base user interface and query software ,,Judgment and Decision Making
, FileMaker Pro  ,,Complex Problem Solving
, Microsoft Access  ,,
, Sage 300 Construction and Real Estate,,
, Structured query language SQL Desktop publishing software ,,
, Adobe Systems Adobe InDesign Document management software ,,
, Adobe Systems Adobe Acrobat Electronic mail software ,,
, IBM Notes  ,,
, Microsoft Outlook Enterprise resource planning ERP software   ,,
, Oracle JD Edwards EnterpriseOne  ,,
, QAD MFG/PRO,,
, Sage MAS 90,,
, SAP  (see all 14 examples)Financial analysis software ,,
, Cost estimation software Graphics or photo imaging software ,,
, Adobe Systems Adobe Illustrator  ,,
, Adobe Systems Adobe Photoshop Human resources software ,,
, Maynard PlanStaff Manager (human resources feature),,
, Questek Humanis Industrial control software ,,
, Honeywell Wintress PACNet Inventory management software ,,
, Accvision ABMIS,,
, iCode Everest,,
, Rytech Software Small Business Inventory Control Materials requirements planning logistics and supply chain software ,,
, Bill of lading software,,
, LSA Visual Easy Lean,,
, Stratford Group INMASS/MRP,,
, Waterloo Hydrogeologic TACTIC  (see all 31 examples)Medical software ,,
, Medical condition coding software  ,,
, Medical procedure coding software  ,,
, MEDITECH software Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Procurement software ,,
, Aestiva Purchase Order Project management software ,,
, Microsoft Project  ,,
, Oracle Primavera Enterprise Project Portfolio Management  ,,
, Oracle Primavera Systems Spreadsheet software ,,
, Microsoft Excel Time accounting software ,,
, Work Technology WorkTech Time,,
, Workbrain Time and Attendance Word processing software ,,
, Microsoft Word ,,
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Analytical or scientific software ,,Critical Thinking
, Root cause analysis software Data base user interface and query software ,,Reading Comprehension
, Microsoft Access Electronic mail software ,,Monitoring
, Email software,,Speaking
, IBM Notes  ,,Active Listening
, Microsoft Outlook Enterprise resource planning ERP software   ,,Coordination
, Infor ERP Baan,,Quality Control Analysis
, Microsoft Dynamics AX,,Service Orientation
, Oracle JD Edwards EnterpriseOne  ,,Social Perceptiveness
, SAP  (see all 5 examples)Inventory management software ,,
, Inventory software Materials requirements planning logistics and supply chain software ,,
, Materials resource planning MRP software,,
, Warehouse management system WMS Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Public Relations Specialists,Customer relationship management CRM software ,Communications and Media,Active Listening
, Blackbaud The Raiser's Edge  ,English Language,Speaking
, Oracle Eloqua  ,Sales and Marketing,Coordination
, Salesforce software Data base reporting software ,Customer and Personal Service,Social Perceptiveness
, Oracle Business Intelligence Discoverer Data base user interface and query software ,Administration and Management,Time Management
, Cision CisionPoint,Computers and Electronics,Writing
, FileMaker Pro  ,Clerical,Critical Thinking
, Google+,,Reading Comprehension
, LinkedIn Data mining software ,,Persuasion
, Google Analytics Desktop publishing software ,,Complex Problem Solving
, Adobe Systems Adobe InDesign  ,,Judgment and Decision Making
, Microsoft Publisher Development environment software ,,Negotiation
, Adobe Systems Adobe ActionScript Document management software ,,Active Learning
, Adobe Systems Adobe Acrobat  ,,Service Orientation
, Adobe Systems Adobe Reader Electronic mail software ,,Monitoring
, Microsoft Outlook Graphics or photo imaging software ,,Systems Analysis
, Adobe Systems Adobe Creative Cloud  ,,Systems Evaluation
, Adobe Systems Adobe Illustrator  ,,Instructing
, Adobe Systems Adobe Photoshop  ,,
, Apple iPhoto  (see all 6 examples)Information retrieval or search software ,,
, LexisNexis Instant messaging software ,,
, Twitter Internet browser software ,,
, Web browser software Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Microsoft SharePoint Sales and marketing software ,,
, Google AdWords  ,,
, Marketo Marketing Automation Spreadsheet software ,,
, Microsoft Excel Video creation and editing software ,,
, Adobe Systems Adobe AfterEffects  ,,
, Apple Final Cut Pro  ,,
, Apple QuickTime,,
, YouTube  (see all 5 examples)Web page creation and editing software ,,
, Adobe Systems Adobe Dreamweaver  ,,
, Facebook  ,,
, Podcasting software,,
, Website management software  (see all 6 examples)Web platform development software ,,
, Cascading Style Sheets CSS  ,,
, Drupal  ,,
, Dynamic hypertext markup language DHTML  ,,
, JavaScript  (see all 6 examples)Word processing software ,,
, Adobe Systems Adobe Writer,,
, Microsoft Word ,,
Advertising and Promotions Managers,Analytical or scientific software ,Sales and Marketing,Active Listening
, Business analysis software,English Language,Critical Thinking
, Relex Weibull Business intelligence and data analysis software ,Communications and Media,Social Perceptiveness
, Actuate BIRT,Customer and Personal Service,Speaking
, Google DoubleClick Customer relationship management CRM software ,Administration and Management,Judgment and Decision Making
